acc,biosample,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,platform,instrument,bioproject,avgspotlen,mbases,collection_date_sam
ERR3277269,SAMEA5564404,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,227,1168,
SRR13712822,SAMN17918345,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,299,9910,2015-11-23
SRR17278649,SAMN23705027,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,268,1636,
SRR13712825,SAMN17918423,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,298,31032,2016-05-16
SRR13712882,SAMN17918402,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,296,7833,2016-09-12
SRR17230196,SAMN23704904,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,296,1018,
SRR17218049,SAMN23704859,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,296,1136,
ERR719846,SAMEA3182113,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-05-07
ERR719822,SAMEA3182089,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-02-04
ERR719019,SAMEA3182095,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-03-06
SRR2565952,SAMN04126292,Canada,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA297252,150,821,2011-02-18
SRR13712913,SAMN17918440,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,296,11281,2015-06-29
SRR13712904,SAMN17918350,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,295,11292,2016-03-08
ERR3277234,SAMEA5564376,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,218,1207,
SRR13712844,SAMN17918343,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,299,11514,2015-10-09
ERR720092,SAMEA3182048,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-01-24
ERR719914,SAMEA3182091,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-03-11
SRR17769788,SAMN25282243,Canada,North America,ILLUMINA,Illumina NovaSeq 6000,PRJNA800058,300,22979,2021-07-01
ERR719409,SAMEA3182058,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-11-26
SRR18461265,SAMN26851550,Canada,North America,ILLUMINA,Illumina NovaSeq 6000,PRJNA818303,269,1979,
ERR719238,SAMEA3182054,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-11-13
ERR3277225,SAMEA5564300,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,301,2158,
SRR8982788,SAMN11523134,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA540073,502,2211,
ERR719080,SAMEA3182097,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-05-15
ERR3277320,SAMEA5564433,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,243,339,
SRR2565832,SAMN04126250,Canada,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA297252,150,1647,2010-09-03
SRR17298976,SAMN23705057,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,278,967,
ERR719624,SAMEA3182062,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-01-14
ERR3277364,SAMEA5564357,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,269,2586,
ERR719785,SAMEA3182112,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-05-06
ERR719078,SAMEA3182097,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-05-15
SRR17298990,SAMN23705051,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,279,893,
ERR719439,SAMEA3182106,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-02-26
ERR719648,SAMEA3182086,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-01-21
ERR719178,SAMEA3182076,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-03-28
SRR17298974,SAMN23705053,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,280,910,
SRR17230293,SAMN23704919,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,291,1997,
ERR719732,SAMEA3182111,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-05-07
ERR3277216,SAMEA5564362,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,301,1556,
ERR3277262,SAMEA5564399,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,221,683,
SRR5925342,SAMN07490712,Canada,North America,ILLUMINA,NextSeq 500,PRJNA397664,251,5522,
SRR17278636,SAMN23705033,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,272,1674,
SRR2565947,SAMN04126289,Canada,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA297252,150,3418,2011-02-08
ERR719607,SAMEA3182109,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-04-23
ERR3277219,SAMEA5564364,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,237,1061,
ERR719842,SAMEA3182113,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-05-07
SRR17156934,SAMN23705143,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,272,4651,
SRR2565547,SAMN04126202,Canada,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA297252,150,1752,2010-05-17
ERR720181,SAMEA3182051,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-03-07
ERR719266,SAMEA3182102,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-02-18
SRR17238244,SAMN23705003,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,264,931,
SRR13712873,SAMN17918358,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,295,9763,2016-08-30
ERR3277309,SAMEA5564426,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,241,954,
ERR719106,SAMEA3182098,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-05-30
ERR3277336,SAMEA5564336,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,285,1812,
ERR719383,SAMEA3182105,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-02-26
ERR720083,SAMEA3182048,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-01-24
SRR13712818,SAMN17918429,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,296,9265,2017-03-07
SRR2565835,SAMN04126252,Canada,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA297252,150,1684,2010-09-03
SRR17230295,SAMN23704910,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,290,1396,
ERR719844,SAMEA3182113,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-05-07
ERR719510,SAMEA3182107,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-02-25
SRR2566043,SAMN04126167,Canada,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA297252,150,1644,2010-03-09
ERR720036,SAMEA3182116,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2014-02-25
ERR720135,SAMEA3182073,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-02-15
ERR719637,SAMEA3182062,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-01-14
SRR17769756,SAMN25282272,Canada,North America,ILLUMINA,Illumina NovaSeq 6000,PRJNA800058,300,9872,2021-07-01
SRR17230186,SAMN23704906,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,529,1046,
ERR3277224,SAMEA5564367,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,250,292,
SRR17769753,SAMN25282237,Canada,North America,ILLUMINA,Illumina NovaSeq 6000,PRJNA800058,300,6066,2021-07-01
SRR17218226,SAMN23704850,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,435,14270,
SRR17222340,SAMN23704925,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,280,2713,
ERR719161,SAMEA3182052,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-03-21
SRR17230199,SAMN23704890,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,298,978,
SRR17231399,SAMN23704965,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,372,376,
ERR720121,SAMEA3182049,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-02-08
SRR17238241,SAMN23705006,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,274,2884,
ERR720041,SAMEA3182116,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2014-02-25
ERR719355,SAMEA3182057,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-11-26
ERR719061,SAMEA3182096,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-05-01
ERR719528,SAMEA3182084,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-01-22
SRR17296096,SAMN23705104,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,285,830,
SRR13712876,SAMN17918362,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,296,7911,2015-02-04
ERR3277330,SAMEA5564334,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,258,1111,
ERR719294,SAMEA3182103,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-02-19
ERR719626,SAMEA3182062,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-01-14
ERR720211,SAMEA3182053,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-10-30
ERR3277230,SAMEA5564372,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,258,385,
SRR17238236,SAMN23705000,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,275,1523,
SRR17262936,SAMN23705017,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,268,1339,
ERR719002,SAMEA3182093,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,298,2012-02-04
ERR719422,SAMEA3182082,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-12-04
SRR17231401,SAMN23704966,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,288,2812,
SRR13712888,SAMN17918398,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,298,8602,2016-04-04
SRR17231308,SAMN23704867,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,293,1432,
ERR719348,SAMEA3182104,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-02-12
SRR17296114,SAMN23705118,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,284,1002,
SRR17238228,SAMN23704998,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,270,1583,
SRR17238242,SAMN23705009,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,272,1874,
SRR13712823,SAMN17918425,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,288,9674,2016-06-14
SRR17289481,SAMN23705096,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,275,2007,
ERR719390,SAMEA3182105,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-02-26
ERR3277327,SAMEA5564332,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,252,2897,
SRR2565939,SAMN04126282,Canada,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA297252,150,5572,2011-01-19
ERR719886,SAMEA3182114,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-06-10
ERR719718,SAMEA3182111,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-05-07
ERR720101,SAMEA3182072,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-01-30
SRR17282492,SAMN23705063,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,275,3646,
ERR720194,SAMEA3182075,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-03-14
ERR719421,SAMEA3182082,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-12-04
SRR17298986,SAMN23705040,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,280,869,
ERR719671,SAMEA3182045,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2011-11-01
ERR3277362,SAMEA5564355,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,288,1239,
ERR719521,SAMEA3182060,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-01-15
SRR17282498,SAMN23705076,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,279,660,
SRR17231302,SAMN23704869,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,289,1577,
ERR719650,SAMEA3182086,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-01-21
ERR719114,SAMEA3182098,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-05-30
ERR719827,SAMEA3182089,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-02-04
SRR13712920,SAMN17918336,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,294,10789,2014-12-12
ERR719103,SAMEA3182098,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-05-30
ERR720122,SAMEA3182049,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-02-08
SRR17248014,SAMN23705149,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,311,2154,
ERR3277293,SAMEA5564418,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,274,562,
ERR3277260,SAMEA5564398,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,232,1153,
SRR13712924,SAMN17918432,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,289,14712,2015-11-13
ERR719480,SAMEA3182083,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-12-04
ERR3277370,SAMEA5564452,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,225,230,
ERR720205,SAMEA3182053,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-10-30
SRR5925345,SAMN07490697,Canada,North America,ILLUMINA,NextSeq 500,PRJNA397664,241,4356,
SRR17289483,SAMN23705082,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,283,581,
SRR2565956,SAMN04126296,Canada,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA297252,150,1300,2011-03-24
SRR2565951,SAMN04126112,Canada,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA297252,150,2041,2010-01-07
SRR17170686,SAMN23704951,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,294,2382,
ERR719100,SAMEA3182098,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-05-30
ERR719778,SAMEA3182112,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-05-06
SRR17262941,SAMN23705012,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,276,1550,
ERR3277353,SAMEA5564350,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,263,3334,
SRR8982782,SAMN11523134,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA540073,502,3088,
SRR17769771,SAMN25282259,Canada,North America,ILLUMINA,Illumina NovaSeq 6000,PRJNA800058,300,4209,2021-07-01
ERR720017,SAMEA3182092,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-11-25
ERR719712,SAMEA3182087,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-02-05
ERR719673,SAMEA3182045,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2011-11-01
ERR720238,SAMEA3182101,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-02-12
ERR719251,SAMEA3182078,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,748,2012-11-20
ERR3277371,SAMEA5564361,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,245,1352,
ERR720124,SAMEA3182049,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-02-08
SRR17296115,SAMN23705106,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,288,832,
SRR5925354,SAMN07490699,Canada,North America,ILLUMINA,NextSeq 500,PRJNA397664,237,5443,
SRR17769789,SAMN25282242,Canada,North America,ILLUMINA,Illumina NovaSeq 6000,PRJNA800058,300,14229,2021-07-01
SRR17289489,SAMN23705091,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,286,473,
SRR17248009,SAMN23705146,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,449,807,
ERR719901,SAMEA3182114,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,513,2013-06-10
SRR17769751,SAMN25282239,Canada,North America,ILLUMINA,Illumina NovaSeq 6000,PRJNA800058,300,8041,2021-07-01
SRR17233262,SAMN23704978,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,435,2571,
SRR17248005,SAMN23705141,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,309,1054,
ERR719558,SAMEA3182061,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-01-14
ERR3277306,SAMEA5564423,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,281,1853,
SRR13712867,SAMN17918375,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,299,11596,2015-12-04
ERR719098,SAMEA3182098,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-05-30
ERR720210,SAMEA3182053,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-10-30
ERR3277252,SAMEA5564302,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,263,1444,
ERR719417,SAMEA3182082,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-12-04
ERR719869,SAMEA3182090,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-03-12
ERR3277341,SAMEA5564341,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,290,1203,
SRR17282503,SAMN23705071,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,280,921,
ERR719697,SAMEA3182063,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-01-29
SRR2566013,SAMN04126141,Canada,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA297252,150,2247,2010-02-02
ERR3277314,SAMEA5564327,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,283,2121,
SRR17230203,SAMN23704895,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,314,748,
ERR719173,SAMEA3182076,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-03-28
SRR17233279,SAMN23704980,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,494,3393,
ERR719220,SAMEA3182100,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-06-20
ERR719247,SAMEA3182078,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-11-20
SRR13712843,SAMN17918372,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,295,9508,2015-10-09
ERR719436,SAMEA3182082,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-12-04
ERR720107,SAMEA3182072,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-01-30
SRR17262947,SAMN23705016,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,273,2301,
ERR719583,SAMEA3182085,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-01-21
SRR13712893,SAMN17918393,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,298,8205,2016-04-12
ERR719021,SAMEA3182095,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-03-06
ERR3277351,SAMEA5564348,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,259,5982,
SRR2566004,SAMN04126132,Canada,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA297252,150,345,2010-01-29
ERR719979,SAMEA3182070,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2011-11-22
ERR719357,SAMEA3182057,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-11-26
SRR13712863,SAMN17918383,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,298,9544,2015-12-21
SRR13712834,SAMN17918415,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,288,16953,2016-07-25
ERR3277258,SAMEA5564396,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,235,1455,
SRR13712908,SAMN17918347,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,299,8439,2015-12-07
SRR17298978,SAMN23705054,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,277,1117,
ERR719888,SAMEA3182114,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-06-10
ERR719398,SAMEA3182105,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,778,2013-02-26
ERR720153,SAMEA3182050,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-02-22
SRR2583983,SAMN04126225,Canada,North America,ILLUMINA,Illumina HiSeq 2500,PRJNA297252,150,582,2010-07-20
SRR2565950,SAMN04126094,Canada,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA297252,150,4143,2009-11-09
ERR719902,SAMEA3182067,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-03-05
SRR13712887,SAMN17918399,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,284,6090,2016-04-20
SRR17231317,SAMN23704886,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,283,2493,
ERR719543,SAMEA3182108,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-04-25
ERR719135,SAMEA3182099,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-06-12
ERR719386,SAMEA3182105,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-02-26
ERR3277248,SAMEA5564390,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,208,399,
SRR13712854,SAMN17918342,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,300,7673,2015-01-30
SRR13712847,SAMN17918368,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,294,7799,2015-06-23
ERR719083,SAMEA3182097,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-05-15
ERR719070,SAMEA3182096,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,491,2012-05-01
ERR3277348,SAMEA5564345,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,269,1647,
SRR13712910,SAMN17918443,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,299,10004,2015-12-09
SRR17262944,SAMN23705018,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,274,2214,
ERR719551,SAMEA3182108,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-04-25
ERR719588,SAMEA3182085,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-01-21
ERR719828,SAMEA3182089,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-02-04
ERR719233,SAMEA3182054,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-11-13
SRR8982776,SAMN11523134,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA540073,502,2944,
ERR719618,SAMEA3182109,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-04-23
ERR719941,SAMEA3182115,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-06-11
ERR3277227,SAMEA5564369,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,247,881,
ERR3277326,SAMEA5564437,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,253,1413,
SRR5925320,SAMN07490705,Canada,North America,ILLUMINA,NextSeq 500,PRJNA397664,247,408,
SRR17238235,SAMN23705004,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,274,1550,
ERR719185,SAMEA3182076,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-03-28
SRR13712827,SAMN17918421,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,292,6538,2016-08-18
SRR17233268,SAMN23704969,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,437,3064,
SRR17230290,SAMN23704908,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,289,2248,
SRR17296106,SAMN23705102,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,284,700,
SRR17231393,SAMN23704964,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,398,453,
SRR5925321,SAMN07490704,Canada,North America,ILLUMINA,NextSeq 500,PRJNA397664,244,518,
ERR719400,SAMEA3182058,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-11-26
SRR17230296,SAMN23704913,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,284,1668,
ERR719677,SAMEA3182045,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2011-11-01
ERR719160,SAMEA3182052,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2012-03-21
ERR719771,SAMEA3182088,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202,808,2013-02-05
SRR17769782,SAMN25282249,Canada,North America,ILLUMINA,Illumina NovaSeq 6000,PRJNA800058,300,17702,2021-07-01
SRR2565938,SAMN04126111,Canada,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA297252,150,5948,2010-01-05
SRR13712828,SAMN17918420,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,297,10724,2016-03-10
SRR17769762,SAMN25282267,Canada,North America,ILLUMINA,Illumina NovaSeq 6000,PRJNA800058,300,5152,2021-07-01
SRR17769785,SAMN25282246,Canada,North America,ILLUMINA,Illumina NovaSeq 6000,PRJNA800058,300,16097,2021-07-01
SRR17222354,SAMN23704927,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,295,1418,
